Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,4,11
OutDegreeCount,10,4,11,3,1
NAValue,0,1,3,4,5
NACount,1,12,4,8,4
MPCValue,0.00000,0.83333,0.93750,0.98765,1.00000
MPCCount,12,4,8,2,2
