Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,5,3,13,5,1,1,1
NAValue,1,2,3,4,5
NACount,7,1,3,12,6
MPCValue,0.00000,0.45000,0.80000,0.88889,0.90000,0.93061,0.96000
MPCCount,7,1,3,1,12,4,1
