Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,12
OutDegreeCount,1,5,16,2,3,1,1
NAValue,1,3,4,5
NACount,2,5,16,6
MPCValue,0.00000,0.83333,0.88843,0.93750,0.96939,0.97107,0.97633
MPCCount,2,5,1,16,2,2,1
