Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,7
OutDegreeCount,9,3,13,1,1,1,1
NAValue,0,1,2,3,4,5
NACount,1,10,2,6,8,2
MPCValue,0.00000,0.29388,0.53333,0.76800,0.80000,0.90000,0.93223,0.96000
MPCCount,10,1,1,3,3,8,1,1
