Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,7
OutDegreeCount,5,7,12,2,2,1
NAValue,1,2,3,4,5
NACount,7,1,8,10,3
MPCValue,0.00000,0.33333,0.76800,0.80000,0.86667,0.90000,0.93061,0.96000
MPCCount,7,1,1,7,1,9,1,2
