Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,4,5,6
OutDegreeCount,7,6,12,1,2,1
NAValue,1,2,3,4
NACount,10,2,8,9
MPCValue,0.00000,0.53333,0.60000,0.69421,0.76800,0.80000,0.88163,0.90000
MPCCount,10,1,1,1,2,5,1,8
