Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,8,9
OutDegreeCount,10,9,7,1,1,1
NAValue,1,2,3,4,5
NACount,11,5,7,5,1
MPCValue,0.00000,0.23704,0.45000,0.60000,0.76800,0.80000,0.90000,0.96000
MPCCount,11,1,1,3,1,6,5,1
