Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,8,10
OutDegreeCount,12,5,8,2,1,1
NAValue,1,2,3,4,5
NACount,14,2,6,6,1
MPCValue,0.00000,0.53333,0.60000,0.73469,0.76800,0.80000,0.90000,0.93061
MPCCount,14,1,1,1,1,4,6,1
