Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6
OutDegreeCount,11,5,8,1,3,1
NAValue,0,1,2,3,4,5,6
NACount,1,14,2,3,7,1,1
MPCValue,0.00000,0.60000,0.76800,0.80000,0.88163,0.90000,0.93061,0.97500
MPCCount,14,2,1,2,1,6,1,1
