Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,10
OutDegreeCount,2,4,16,3,1,2,1
NAValue,1,2,3,4,5
NACount,4,1,3,15,6
MPCValue,0.00000,0.60000,0.76800,0.80000,0.85289,0.90000,0.93061,0.93223,0.94815
MPCCount,4,1,1,2,1,15,3,1,1
