Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4
OutDegreeCount,10,2,11,5,1
NAValue,1,2,3,4,5,6
NACount,14,3,1,6,4,1
MPCValue,0.00000,0.45000,0.53333,0.60000,0.80000,0.90000,0.93061,0.96000,1.00000
MPCCount,14,1,1,1,1,6,1,3,1
