Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6,8
OutDegreeCount,6,8,10,2,1,1,1
NAValue,1,2,3,4,5
NACount,7,4,6,10,2
MPCValue,0.00000,0.45000,0.60000,0.76800,0.80000,0.82963,0.86400,0.90000,0.94815,0.96000
MPCCount,7,1,3,1,5,1,1,8,1,1
