Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,10
OutDegreeCount,3,3,17,2,2,1,1
NAValue,1,3,4,5
NACount,5,3,14,7
MPCValue,0.00000,0.83333,0.88843,0.93750,0.96939,0.97633,1.00000
MPCCount,5,3,2,14,1,1,3
