Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6
OutDegreeCount,6,8,10,1,2,2
NAValue,1,2,3,4,5
NACount,8,3,6,9,3
MPCValue,0.00000,0.38400,0.60000,0.80000,0.86667,0.88889,0.90000,0.96000
MPCCount,8,1,2,6,1,1,8,2
