Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6,7
OutDegreeCount,3,1,18,1,3,2,1
NAValue,0,1,3,4,5
NACount,1,4,2,16,6
MPCValue,0.00000,0.80000,0.83333,0.92222,0.93750,0.96939,0.97107,0.97633,1.00000
MPCCount,4,1,1,1,16,1,1,2,1
