Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,6,5,14,1,1,1,1
NAValue,1,3,4,5
NACount,10,8,9,2
MPCValue,0.00000,0.80000,0.83333,0.92593,0.93750,0.96939
MPCCount,10,3,5,1,9,1
