Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,5,13
OutDegreeCount,12,6,8,2,1
NAValue,0,1,3,4,5
NACount,1,15,4,7,2
MPCValue,0.00000,0.83333,0.93750,0.97107
MPCCount,15,4,7,2
