Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,10
OutDegreeCount,9,5,9,5,1
NAValue,1,2,3,4,5
NACount,11,4,4,8,2
MPCValue,0.00000,0.45000,0.60000,0.73469,0.76800,0.80000,0.86400,0.90000,0.93061
MPCCount,11,1,3,1,1,2,1,7,2
