Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,7,8
OutDegreeCount,7,8,10,1,1,1,1
NAValue,0,1,2,3,4,5
NACount,1,8,2,7,8,3
MPCValue,0.00000,0.53333,0.60000,0.80000,0.88889,0.90000,0.93061,0.96000
MPCCount,8,1,1,7,1,8,1,1
