Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,2,2,15,5,2,2,1
NAValue,1,3,4,5
NACount,4,2,15,8
MPCValue,0.00000,0.83333,0.92593,0.93750,0.96939,0.97107,0.98765
MPCCount,4,2,1,15,5,1,1
