Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,9
OutDegreeCount,4,6,14,1,3,1
NAValue,0,1,3,4,5
NACount,1,6,7,11,4
MPCValue,0.00000,0.74074,0.83333,0.92593,0.93750,0.98765,1.00000
MPCCount,6,1,6,1,11,1,2
