Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,6,7,12
OutDegreeCount,7,2,14,1,1,1,1,1,1
NAValue,1,2,3,4,5,6
NACount,8,1,2,13,3,2
MPCValue,0.00000,0.60000,0.76800,0.80000,0.90000,0.92800,0.93223,0.93728,0.97500,1.00000
MPCCount,8,1,1,1,13,1,1,1,1,1
