Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6,11
OutDegreeCount,4,5,15,1,2,1,1
NAValue,1,3,4,5
NACount,6,8,12,3
MPCValue,0.00000,0.80000,0.83333,0.92593,0.93750,0.96939,0.97633
MPCCount,6,3,5,1,12,1,1
