Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,6,8
OutDegreeCount,7,4,12,4,1,1
NAValue,1,2,3,4,5,6
NACount,9,2,7,9,1,1
MPCValue,0.00000,0.29388,0.60000,0.73469,0.76800,0.80000,0.90000,0.93061,1.00000
MPCCount,9,1,1,2,2,3,9,1,1
