Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,4,5,12
OutDegreeCount,10,4,11,2,1,1
NAValue,1,2,3,4,5
NACount,12,1,4,9,3
MPCValue,0.00000,0.38400,0.76800,0.80000,0.85926,0.88889,0.90000,0.96000
MPCCount,12,1,1,3,1,1,8,2
