Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,7,7,11,1,1,1,1
NAValue,0,1,2,3,4,5,6
NACount,1,7,4,6,7,2,2
MPCValue,0.00000,0.38400,0.53333,0.60000,0.80000,0.90000,0.93750,0.96000,1.00000
MPCCount,7,1,2,1,6,7,1,2,1
