Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6
OutDegreeCount,9,7,8,2,2,1
NAValue,1,2,3,4,5
NACount,11,4,6,6,2
MPCValue,0.00000,0.29388,0.45000,0.60000,0.76800,0.80000,0.90000,0.93061,0.96000
MPCCount,11,1,1,2,1,5,6,1,1
