Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6,7
OutDegreeCount,8,3,14,1,1,1,1
NAValue,1,2,3,4,5
NACount,10,2,6,10,1
MPCValue,0.00000,0.29388,0.53333,0.73469,0.76800,0.80000,0.88889,0.90000
MPCCount,10,1,1,1,2,3,1,10
