Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6
OutDegreeCount,9,4,11,1,2,2
NAValue,1,2,3,4,5
NACount,10,3,6,9,1
MPCValue,0.00000,0.29388,0.38400,0.60000,0.76800,0.80000,0.90000,0.93061
MPCCount,10,1,1,1,3,4,8,1
