Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,9
OutDegreeCount,12,4,8,1,2,1,1
NAValue,1,2,3,4,6
NACount,14,2,5,7,1
MPCValue,0.00000,0.38400,0.60000,0.71111,0.76800,0.80000,0.90000,1.00000
MPCCount,14,1,1,1,1,3,7,1
