Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,2,3,4,6,7,9
OutDegreeCount,6,15,3,2,1,1,1
NAValue,1,4,5,6
NACount,8,14,6,1
MPCValue,0.00000,0.88889,0.90000,0.90888,0.93061,0.96000,0.96735
MPCCount,8,2,14,1,2,1,1
