Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,11
OutDegreeCount,11,8,7,1,1,1
NAValue,0,1,2,3,4,5
NACount,1,12,3,7,5,1
MPCValue,0.00000,0.53333,0.60000,0.80000,0.90000,0.93061
MPCCount,12,2,1,7,5,1
