Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,12
OutDegreeCount,8,10,9,1,1
NAValue,0,1,2,3,4,5
NACount,1,10,1,9,7,1
MPCValue,0.00000,0.53333,0.80000,0.90000,0.96000
MPCCount,10,1,9,7,1
