Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,6
OutDegreeCount,8,9,7,2,2,1
NAValue,1,2,3,4,5
NACount,10,4,7,6,2
MPCValue,0.00000,0.29388,0.45000,0.60000,0.80000,0.90000,0.93061,0.96000
MPCCount,10,1,1,2,7,6,1,1
