Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,5,6
OutDegreeCount,15,1,10,1,2
NAValue,1,2,3,4,5
NACount,18,3,1,5,2
MPCValue,0.00000,0.53333,0.60000,0.76800,0.82963,0.90000,0.96000
MPCCount,18,2,1,1,1,4,2
