Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,4,5,13
OutDegreeCount,11,7,8,1,1,1
NAValue,0,1,3,4,5
NACount,1,14,5,7,2
MPCValue,0.00000,0.83333,0.93750,0.97107,0.98765
MPCCount,14,5,7,1,1
