Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,2,3,4,5,7,9
OutDegreeCount,5,16,4,1,1,1,1
NAValue,1,3,4,5,6
NACount,7,5,14,2,1
MPCValue,0.00000,0.73469,0.76800,0.90000,0.93223,0.94286,0.94815
MPCCount,7,3,2,14,1,1,1
