Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,6,10
OutDegreeCount,6,6,12,3,1,1
NAValue,1,3,4,5
NACount,10,4,10,5
MPCValue,0.00000,0.83333,0.93750,0.94675,0.96939,1.00000
MPCCount,10,4,10,1,2,2
