Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,6,3,13,3,1,2,1
NAValue,1,3,4,5
NACount,9,4,11,5
MPCValue,0.00000,0.80000,0.83333,0.92593,0.93750,0.96939,0.97107,1.00000
MPCCount,9,1,3,1,11,2,1,1
