Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,5,8
OutDegreeCount,12,8,6,2,1
NAValue,1,2,3,4,5
NACount,15,3,5,5,1
MPCValue,0.00000,0.60000,0.80000,0.90000,0.96000
MPCCount,15,3,5,5,1
