Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6,7,9
OutDegreeCount,3,2,17,3,1,1,1,1
NAValue,0,1,3,4,5
NACount,1,4,2,15,7
MPCValue,0.00000,0.83333,0.92222,0.92593,0.93750,0.94675,0.96939,1.00000
MPCCount,4,2,1,1,15,1,3,1
