Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,8
OutDegreeCount,3,6,13,4,2,1
NAValue,1,2,3,4,5
NACount,5,2,8,11,3
MPCValue,0.00000,0.38400,0.60000,0.73469,0.76800,0.80000,0.90000,0.93061,0.94815,0.96000
MPCCount,5,1,1,2,1,5,11,1,1,1
