Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6,9
OutDegreeCount,8,5,12,1,1,1,1
NAValue,1,2,3,4,5,6
NACount,10,3,4,8,3,1
MPCValue,0.00000,0.38400,0.60000,0.76800,0.80000,0.90000,0.93061,0.95207,0.96000
MPCCount,10,1,2,1,3,8,1,1,2
