Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,9
OutDegreeCount,11,3,11,1,2,1
NAValue,1,2,3,4,5
NACount,13,4,5,6,1
MPCValue,0.00000,0.38400,0.45000,0.53333,0.60000,0.76800,0.80000,0.88889,0.90000
MPCCount,13,1,1,1,1,3,2,1,6
