Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,10
OutDegreeCount,4,4,15,1,2,2,1
NAValue,1,3,4,5
NACount,7,4,13,5
MPCValue,0.00000,0.80000,0.83333,0.88843,0.92593,0.93750,0.96939,0.97107,0.98765
MPCCount,7,1,3,1,1,13,1,1,1
