Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,6,8
OutDegreeCount,9,4,10,3,1,1,1
NAValue,1,2,3,4,5
NACount,11,1,5,9,3
MPCValue,0.00000,0.38400,0.73469,0.80000,0.86667,0.90000,0.93061,0.96000
MPCCount,11,1,1,4,1,8,1,2
