Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,9
OutDegreeCount,7,4,12,2,2,1,1
NAValue,1,3,4,5
NACount,10,7,10,2
MPCValue,0.00000,0.74074,0.76531,0.80000,0.83333,0.93750,0.96939,0.98765
MPCCount,10,1,1,1,4,10,1,1
