Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,7
OutDegreeCount,7,2,14,4,1,1
NAValue,0,1,2,3,4,5,6
NACount,1,8,4,3,9,3,1
MPCValue,0.00000,0.45000,0.53333,0.60000,0.76800,0.90000,0.93061,0.97500
MPCCount,8,1,2,1,3,9,3,1
