Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,9
OutDegreeCount,5,3,14,2,3,1,1
NAValue,1,2,3,4,5
NACount,7,1,6,12,3
MPCValue,0.00000,0.60000,0.71111,0.76800,0.80000,0.88889,0.90000,0.93061
MPCCount,7,1,2,2,2,1,12,2
