Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,8
OutDegreeCount,5,6,11,3,2,1,1
NAValue,1,2,3,4,5,6
NACount,6,2,6,11,2,2
MPCValue,0.00000,0.23704,0.45000,0.80000,0.90000,0.93061,0.93223,0.97500,1.00000
MPCCount,6,1,1,6,11,1,1,1,1
