Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,5,6,7
OutDegreeCount,11,5,10,1,1,1
NAValue,1,3,4,5
NACount,15,6,6,2
MPCValue,0.00000,0.80000,0.83333,0.93750,1.00000
MPCCount,15,2,4,6,2
