Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,12
OutDegreeCount,6,5,13,3,1,1
NAValue,1,3,4,5
NACount,9,6,10,4
MPCValue,0.00000,0.76531,0.80000,0.83333,0.93750,0.96939,0.98765,1.00000
MPCCount,9,1,1,4,10,1,1,2
