Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,6,10
OutDegreeCount,2,4,18,1,1,1,1,1
NAValue,0,1,2,3,4,5
NACount,2,1,1,7,15,3
MPCValue,0.00000,0.60000,0.76800,0.80000,0.82367,0.86667,0.90000,0.93223,0.94815
MPCCount,1,1,4,3,1,1,14,1,1
