Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,11
OutDegreeCount,5,6,13,1,1,2,1
NAValue,1,2,3,4,5
NACount,7,1,7,12,2
MPCValue,0.00000,0.60000,0.69421,0.76800,0.80000,0.88889,0.90000,0.93223
MPCCount,7,1,1,1,5,1,12,1
