Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,9
OutDegreeCount,5,8,11,3,1,1
NAValue,1,3,4,5
NACount,9,8,9,3
MPCValue,0.00000,0.80000,0.83333,0.93750,0.96939,0.98765,1.00000
MPCCount,9,1,7,9,1,1,1
