Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,10
OutDegreeCount,5,5,13,2,3,1
NAValue,1,3,4,5
NACount,8,6,12,3
MPCValue,0.00000,0.71111,0.73469,0.80000,0.88889,0.90000,0.94815,0.96000
MPCCount,8,1,1,4,1,12,1,1
