Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,8
OutDegreeCount,3,3,17,2,1,1,2
NAValue,1,3,4,5
NACount,6,3,14,6
MPCValue,0.00000,0.80000,0.83333,0.93750,0.95156,0.96939,0.97107,0.98765,1.00000
MPCCount,6,1,2,14,1,1,1,1,2
