Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,6,9
OutDegreeCount,16,6,3,2,1,1
NAValue,1,2,3,4
NACount,18,5,4,2
MPCValue,0.00000,0.29388,0.45000,0.53333,0.60000,0.80000,0.90000
MPCCount,18,1,1,1,2,4,2
