Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,7
OutDegreeCount,4,4,13,2,3,2,1
NAValue,1,3,4,5,6
NACount,7,5,13,3,1
MPCValue,0.00000,0.73469,0.80000,0.88889,0.90000,0.93223,0.96735
MPCCount,7,1,4,2,13,1,1
