Meta Mode,yakindumm
Number of Edge types,5
Number Of Nodes,29
OutDegreeValue,0,1,2,3,5,7,9
OutDegreeCount,5,5,14,2,1,1,1
NAValue,1,3,4,5
NACount,7,5,11,6
MPCValue,0.00000,0.83333,0.93750,0.96939,0.97107,1.00000
MPCCount,7,5,11,2,1,3
