Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,9
OutDegreeCount,8,4,11,3,1,1,1
NAValue,0,1,2,3,4,5,6
NACount,1,9,4,1,9,4,1
MPCValue,0.00000,0.53333,0.60000,0.80000,0.88889,0.90000,0.93061,0.93223,1.00000
MPCCount,9,1,3,1,1,9,2,1,1
