Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,8,9
OutDegreeCount,6,4,14,2,1,1,1
NAValue,0,1,2,3,4,5
NACount,1,7,1,6,12,2
MPCValue,0.00000,0.53333,0.73469,0.76800,0.80000,0.88889,0.90000,0.91349
MPCCount,7,1,1,1,4,1,12,1
