Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,2,3,6,9
OutDegreeCount,8,15,3,2,1
NAValue,1,3,4,5
NACount,10,2,12,5
MPCValue,0.00000,0.73469,0.76800,0.86667,0.90000,0.90888,0.93061,0.96000
MPCCount,10,1,1,1,11,1,1,3
