Meta Mode,yakindumm
Number of Edge types,6
Number Of Nodes,29
OutDegreeValue,0,1,2,3,4,5,8
OutDegreeCount,1,5,17,2,2,1,1
NAValue,1,2,3,4,5
NACount,3,1,6,14,5
MPCValue,0.00000,0.60000,0.73469,0.76800,0.80000,0.85289,0.88889,0.90000,0.93061,0.96000
MPCCount,3,1,1,1,4,1,1,14,1,2
